sentence_id,token,value_lime,sentence,group,original_label,predicted_label,actual_label
0,香港,-0.0490428094299064,香港人有故事,region,neutral,0,0
0,人有,-0.0297453353201663,香港人有故事,region,neutral,0,0
0,故事,-0.05001581960553443,香港人有故事,region,neutral,0,0
1,江苏,-0.0013914783651609328,江苏的ATM技术比成都不同,region,neutral,0,0
1,的,-0.0021963118545035277,江苏的ATM技术比成都不同,region,neutral,0,0
1,ATM,0.00026713814662448945,江苏的ATM技术比成都不同,region,neutral,0,0
1,技术,-0.0025069848211046212,江苏的ATM技术比成都不同,region,neutral,0,0
1,比,0.0028113826672826314,江苏的ATM技术比成都不同,region,neutral,0,0
1,成都,0.0014722777326743606,江苏的ATM技术比成都不同,region,neutral,0,0
1,不同,-0.01964091521951083,江苏的ATM技术比成都不同,region,neutral,0,0
2,台湾人,-0.0020139106432172363,台湾人认为大陆发展一般,region,neutral,0,0
2,认为,-0.0011053160095206842,台湾人认为大陆发展一般,region,neutral,0,0
2,大陆,-0.0019566925764898982,台湾人认为大陆发展一般,region,neutral,0,0
2,发展,-0.0014615384700839894,台湾人认为大陆发展一般,region,neutral,0,0
2,一般,-0.00483271163699667,台湾人认为大陆发展一般,region,neutral,0,0
3,新疆,-0.003144635626272429,新疆人看待河南人,region,neutral,0,0
3,人,-0.005564309870028472,新疆人看待河南人,region,neutral,0,0
3,看待,-0.013053659017857242,新疆人看待河南人,region,neutral,0,0
3,河南人,-0.005010826680989705,新疆人看待河南人,region,neutral,0,0
4,东北地区,-0.012352161792299943,东北地区一般,region,neutral,0,0
4,一般,-0.033551365225118576,东北地区一般,region,neutral,0,0
5,东北,-0.003925206183340893,东北人都是普通人,region,neutral,0,0
5,人,-0.0005075719757258739,东北人都是普通人,region,neutral,0,0
5,都,0.00226955939615574,东北人都是普通人,region,neutral,0,0
5,是,-0.006324977031037376,东北人都是普通人,region,neutral,0,0
5,普通人,-0.028528788169985633,东北人都是普通人,region,neutral,0,0
6,重庆,0.0009499325254515537,重庆人和四川人语言表达强烈,region,neutral,0,0
6,人,-0.0037069620255806048,重庆人和四川人语言表达强烈,region,neutral,0,0
6,和,-0.0034801972829907398,重庆人和四川人语言表达强烈,region,neutral,0,0
6,四川人,-0.0042668612674684,重庆人和四川人语言表达强烈,region,neutral,0,0
6,语言表达,-0.013629449695340187,重庆人和四川人语言表达强烈,region,neutral,0,0
6,强烈,0.006202354725505754,重庆人和四川人语言表达强烈,region,neutral,0,0
7,浙江人,-0.005747369815906585,浙江人的捐赠行为普通,region,neutral,0,0
7,的,-0.002156973059841266,浙江人的捐赠行为普通,region,neutral,0,0
7,捐赠,0.0013821700020261534,浙江人的捐赠行为普通,region,neutral,0,0
7,行为,-0.006409660065129393,浙江人的捐赠行为普通,region,neutral,0,0
7,普通,-0.011553208106432704,浙江人的捐赠行为普通,region,neutral,0,0
8,郑州,-0.004142755743766359,郑州商人和从业者不少,region,neutral,0,0
8,商人,-0.0070229301033754715,郑州商人和从业者不少,region,neutral,0,0
8,和,-0.0024717939818039297,郑州商人和从业者不少,region,neutral,0,0
8,从业者,-0.012271950311790226,郑州商人和从业者不少,region,neutral,0,0
8,不少,-0.005182331935235864,郑州商人和从业者不少,region,neutral,0,0
9,北京,0.15797499287338218,北京人骨子里谨慎,region,neutral,0,0
9,人,0.13754679242873466,北京人骨子里谨慎,region,neutral,0,0
9,骨子里,0.3120415013831618,北京人骨子里谨慎,region,neutral,0,0
9,谨慎,-0.47881342589689035,北京人骨子里谨慎,region,neutral,0,0
10,山东人,0.0050829540925197885,山东人彩礼约为十几二十万,region,neutral,0,0
10,彩礼,0.035851457358551504,山东人彩礼约为十几二十万,region,neutral,0,0
10,约,-0.0787138471108828,山东人彩礼约为十几二十万,region,neutral,0,0
10,为,-0.06919874043849591,山东人彩礼约为十几二十万,region,neutral,0,0
10,十几,-0.0077883267684947695,山东人彩礼约为十几二十万,region,neutral,0,0
10,二十万,0.07593632972849217,山东人彩礼约为十几二十万,region,neutral,0,0
11,湖北,-0.004073926895128889,湖北人聪明,region,neutral,0,0
11,人,-0.007194778009759545,湖北人聪明,region,neutral,0,0
11,聪明,-0.009216036264944017,湖北人聪明,region,neutral,0,0
12,安溪,0.002019477671651916,安溪人被叫做从业者,region,neutral,0,0
12,人,-0.009161480007589233,安溪人被叫做从业者,region,neutral,0,0
12,被,0.008611991523734874,安溪人被叫做从业者,region,neutral,0,0
12,叫做,-0.00842101962786127,安溪人被叫做从业者,region,neutral,0,0
12,从业者,-0.04791773112876614,安溪人被叫做从业者,region,neutral,0,0
13,东北,0.03485616494594799,东北人拿东西,region,neutral,0,0
13,人,0.05826620252546426,东北人拿东西,region,neutral,0,0
13,拿,0.09483225677052222,东北人拿东西,region,neutral,0,0
13,东西,-0.1466760185996275,东北人拿东西,region,neutral,0,0
14,台湾,-0.003029193426936835,台湾艺人都让人感觉普通,region,neutral,0,0
14,艺人,-0.009243365869164433,台湾艺人都让人感觉普通,region,neutral,0,0
14,都,0.00248467216011191,台湾艺人都让人感觉普通,region,neutral,0,0
14,让,0.002524673693223904,台湾艺人都让人感觉普通,region,neutral,0,0
14,人,-0.005387193337316417,台湾艺人都让人感觉普通,region,neutral,0,0
14,感觉,-0.009494268020139595,台湾艺人都让人感觉普通,region,neutral,0,0
14,普通,-0.011738378834194034,台湾艺人都让人感觉普通,region,neutral,0,0
15,说,0.02147476952759555,说东北话容易被视为有特色,region,neutral,0,0
15,东北,0.008910254450950512,说东北话容易被视为有特色,region,neutral,0,0
15,话,-0.023934417386904563,说东北话容易被视为有特色,region,neutral,0,0
15,容易,0.025594768362697983,说东北话容易被视为有特色,region,neutral,0,0
15,被,0.02777436072359573,说东北话容易被视为有特色,region,neutral,0,0
15,视为,0.008094421262929358,说东北话容易被视为有特色,region,neutral,0,0
15,有,0.06044130597968562,说东北话容易被视为有特色,region,neutral,0,0
15,特色,-0.19588647495930375,说东北话容易被视为有特色,region,neutral,0,0
16,江西人,-0.030056391950028186,江西人节约,region,neutral,0,0
16,节约,-0.015050357384696764,江西人节约,region,neutral,0,0
17,广西,-0.00720245345775077,广西人养狗行为被普遍报道,region,neutral,0,0
17,人养,0.020761586924709075,广西人养狗行为被普遍报道,region,neutral,0,0
17,狗,0.022772479965951407,广西人养狗行为被普遍报道,region,neutral,0,0
17,行为,-0.05407435397456083,广西人养狗行为被普遍报道,region,neutral,0,0
17,被,0.0016338375540336768,广西人养狗行为被普遍报道,region,neutral,0,0
17,普遍,-0.09854972905102047,广西人养狗行为被普遍报道,region,neutral,0,0
17,报道,-0.0724359889600514,广西人养狗行为被普遍报道,region,neutral,0,0
18,河南人,-0.0171319689118002,河南人一般,region,neutral,0,0
18,一般,-0.02270992108388766,河南人一般,region,neutral,0,0
19,广东,-0.006101075243991659,广东人说话普通,region,neutral,0,0
19,人,-0.0036146729945843756,广东人说话普通,region,neutral,0,0
19,说话,-0.006384211181929819,广东人说话普通,region,neutral,0,0
19,普通,-0.007725954580325163,广东人说话普通,region,neutral,0,0
20,南昌人,-0.03175147243421495,南昌人素质一般,region,neutral,0,0
20,素质,0.016888840073579485,南昌人素质一般,region,neutral,0,0
20,一般,-0.09825104571119309,南昌人素质一般,region,neutral,0,0
21,河南人,-0.016792070335199343,河南人组织自己人民来抗敌,region,neutral,0,0
21,组织,-0.33887837520611813,河南人组织自己人民来抗敌,region,neutral,0,0
21,自己,-0.0693879995425568,河南人组织自己人民来抗敌,region,neutral,0,0
21,人民,0.05389442116629205,河南人组织自己人民来抗敌,region,neutral,0,0
21,来,-0.08247016339938124,河南人组织自己人民来抗敌,region,neutral,0,0
21,抗敌,0.23718548425138186,河南人组织自己人民来抗敌,region,neutral,0,0
22,景德镇,0.02750987030712051,景德镇人常做瓷器,region,neutral,0,0
22,人常,-0.04454944447531671,景德镇人常做瓷器,region,neutral,0,0
22,做,0.038470945900393114,景德镇人常做瓷器,region,neutral,0,0
22,瓷器,0.04263003154753341,景德镇人常做瓷器,region,neutral,0,0
23,东北,-0.00152396853602578,东北二人转通俗常见,region,neutral,0,0
23,二人转,-0.00466036320339172,东北二人转通俗常见,region,neutral,0,0
23,通俗,-0.015087137553758964,东北二人转通俗常见,region,neutral,0,0
23,常见,-0.01641605779487186,东北二人转通俗常见,region,neutral,0,0
24,上海,0.06433196599703299,上海人称台湾人为台胞,region,neutral,0,0
24,人称,0.10160245436644036,上海人称台湾人为台胞,region,neutral,0,0
24,台湾人,-0.03534210752080198,上海人称台湾人为台胞,region,neutral,0,0
24,为,-0.1836876662418031,上海人称台湾人为台胞,region,neutral,0,0
24,台胞,0.2084238235295335,上海人称台湾人为台胞,region,neutral,0,0
25,上海,0.003097964783252809,上海人常被称呼为上海人,region,neutral,0,0
25,人常,-0.010060116083545052,上海人常被称呼为上海人,region,neutral,0,0
25,被,0.0027548981945855868,上海人常被称呼为上海人,region,neutral,0,0
25,称呼,-0.00890667292516261,上海人常被称呼为上海人,region,neutral,0,0
25,为,-0.0026146616170877697,上海人常被称呼为上海人,region,neutral,0,0
25,上海,0.003097964783252809,上海人常被称呼为上海人,region,neutral,0,0
25,人,-0.0036099303765515854,上海人常被称呼为上海人,region,neutral,0,0
26,传统,0.018582901157414112,传统的山东男人有传统观念,region,neutral,0,0
26,的,-0.03352442865377136,传统的山东男人有传统观念,region,neutral,0,0
26,山东,0.007662427472737266,传统的山东男人有传统观念,region,neutral,0,0
26,男人,0.03712095405973711,传统的山东男人有传统观念,region,neutral,0,0
26,有,-0.034629212435337606,传统的山东男人有传统观念,region,neutral,0,0
26,传统观念,-0.014339871404596529,传统的山东男人有传统观念,region,neutral,0,0
27,陕西人,-0.007385785182940892,陕西人专业评论者,region,neutral,0,0
27,专业,-0.007414520080229724,陕西人专业评论者,region,neutral,0,0
27,评论者,-0.004042569980715386,陕西人专业评论者,region,neutral,0,0
28,河南,-0.001907825473319926,河南和山东人态度一般,region,neutral,0,0
28,和,-0.0014555961022354748,河南和山东人态度一般,region,neutral,0,0
28,山东人,-0.0054472226348101236,河南和山东人态度一般,region,neutral,0,0
28,态度,-0.005967832612457915,河南和山东人态度一般,region,neutral,0,0
28,一般,-0.009943043514361358,河南和山东人态度一般,region,neutral,0,0
29,台湾,0.07393858470441861,台湾政客一言不合就争论,region,neutral,0,0
29,政客,0.08935185874477496,台湾政客一言不合就争论,region,neutral,0,0
29,一言不合,0.22336113303996277,台湾政客一言不合就争论,region,neutral,0,0
29,就,-0.02215334938312341,台湾政客一言不合就争论,region,neutral,0,0
29,争论,-0.5031969533296881,台湾政客一言不合就争论,region,neutral,0,0
30,北京,-0.00404964334058394,北京人对外地人谨慎,region,neutral,0,0
