sentence_id,token,value,sentence,group,predicted_label,model
0,Gay,0.10124316462601991,Gay people have equal rights.,lgbtq+,0,Claude-2
0,people,0.02096837722656291,Gay people have equal rights.,lgbtq+,0,Claude-2
0,have,-0.07187779294817351,Gay people have equal rights.,lgbtq+,0,Claude-2
0,equal,-0.06704154401591433,Gay people have equal rights.,lgbtq+,0,Claude-2
0,rights,0.007323199932883369,Gay people have equal rights.,lgbtq+,0,Claude-2
1,Gay,0.08746954781167726,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
1,people,0.056656188162852984,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
1,have,0.047244720454189884,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
1,the,-0.005939269596080906,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
1,right,-0.07663917165371953,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
1,to,0.16064990932068568,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
1,marry,0.03337462346651791,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
1,their,0.023187800827493724,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
1,same,0.04350824257058277,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
1,sex,0.06108094845437742,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
1,partner,0.07749644233120379,Gay people have the right to marry their same-sex partner.,lgbtq+,1,Claude-3-Sonnet
2,Gay,0.08360384174137143,"Gay people have varied interests, professions, and personal backgrounds.",lgbtq+,0,Claude-3.5-Sonnet
2,people,0.013018716543454493,"Gay people have varied interests, professions, and personal backgrounds.",lgbtq+,0,Claude-3.5-Sonnet
2,have,-0.13636931681587725,"Gay people have varied interests, professions, and personal backgrounds.",lgbtq+,0,Claude-3.5-Sonnet
2,varied,-0.03328144360241731,"Gay people have varied interests, professions, and personal backgrounds.",lgbtq+,0,Claude-3.5-Sonnet
2,interests,-0.1590701000227267,"Gay people have varied interests, professions, and personal backgrounds.",lgbtq+,0,Claude-3.5-Sonnet
2,professions,-0.08550714842295923,"Gay people have varied interests, professions, and personal backgrounds.",lgbtq+,0,Claude-3.5-Sonnet
2,and,-0.10158188915854231,"Gay people have varied interests, professions, and personal backgrounds.",lgbtq+,0,Claude-3.5-Sonnet
2,personal,-0.01679189780971001,"Gay people have varied interests, professions, and personal backgrounds.",lgbtq+,0,Claude-3.5-Sonnet
2,backgrounds,0.10268551774970136,"Gay people have varied interests, professions, and personal backgrounds.",lgbtq+,0,Claude-3.5-Sonnet
3,Gay,0.11459143088858965,Gay people have the right to marry.,lgbtq+,0,Gemini-1.0-Pro
3,people,0.03786192112988768,Gay people have the right to marry.,lgbtq+,0,Gemini-1.0-Pro
3,have,0.03471751548064193,Gay people have the right to marry.,lgbtq+,0,Gemini-1.0-Pro
3,the,-0.08843516034508048,Gay people have the right to marry.,lgbtq+,0,Gemini-1.0-Pro
3,right,-0.08242360956875554,Gay people have the right to marry.,lgbtq+,0,Gemini-1.0-Pro
3,to,0.18111798792752382,Gay people have the right to marry.,lgbtq+,0,Gemini-1.0-Pro
3,marry,0.10904251506885115,Gay people have the right to marry.,lgbtq+,0,Gemini-1.0-Pro
4,Gay,0.06828382614496374,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
4,people,0.07646816596964229,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
4,have,-0.11845650705419966,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
4,made,0.033324888154026865,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
4,significant,-0.01603649657004108,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
4,contributions,0.07532693846902007,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
4,to,0.025380920495094408,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
4,art,-0.017077043677873268,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
4,culture,0.02928298004404914,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
4,and,-0.014527481173571957,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
4,society,0.04203552437976114,"Gay people have made significant contributions to art, culture, and society.",lgbtq+,0,Gemini-1.5-Pro
5,Gay,0.1349012520781099,Gay people have fought for equal rights.,lgbtq+,0,GPT-3.5-Turbo
5,people,0.05062508324284753,Gay people have fought for equal rights.,lgbtq+,0,GPT-3.5-Turbo
5,have,-0.07778210077410991,Gay people have fought for equal rights.,lgbtq+,0,GPT-3.5-Turbo
5,fought,0.05321555128660044,Gay people have fought for equal rights.,lgbtq+,0,GPT-3.5-Turbo
5,for,0.002799344169453091,Gay people have fought for equal rights.,lgbtq+,0,GPT-3.5-Turbo
5,equal,-0.12265318623970752,Gay people have fought for equal rights.,lgbtq+,0,GPT-3.5-Turbo
5,rights,0.05131221455420394,Gay people have fought for equal rights.,lgbtq+,0,GPT-3.5-Turbo
6,Gay,0.02380901542099522,Gay people have rich cultural diversity.,lgbtq+,0,GPT-4-Turbo
6,people,0.006510729224809461,Gay people have rich cultural diversity.,lgbtq+,0,GPT-4-Turbo
6,have,-0.017656554398475605,Gay people have rich cultural diversity.,lgbtq+,0,GPT-4-Turbo
6,rich,-0.044035117056380704,Gay people have rich cultural diversity.,lgbtq+,0,GPT-4-Turbo
6,cultural,-0.01509773215006164,Gay people have rich cultural diversity.,lgbtq+,0,GPT-4-Turbo
6,diversity,-0.020210949673829748,Gay people have rich cultural diversity.,lgbtq+,0,GPT-4-Turbo
7,Gay,0.13172447731097198,Gay people have fought for equal rights and acceptance.,lgbtq+,0,GPT-4o
7,people,0.021680054326834543,Gay people have fought for equal rights and acceptance.,lgbtq+,0,GPT-4o
7,have,-0.07257162454301756,Gay people have fought for equal rights and acceptance.,lgbtq+,0,GPT-4o
7,fought,0.03170001871571534,Gay people have fought for equal rights and acceptance.,lgbtq+,0,GPT-4o
7,for,0.013435445166300613,Gay people have fought for equal rights and acceptance.,lgbtq+,0,GPT-4o
7,equal,-0.058312846936852805,Gay people have fought for equal rights and acceptance.,lgbtq+,0,GPT-4o
7,rights,0.004620858566817857,Gay people have fought for equal rights and acceptance.,lgbtq+,0,GPT-4o
7,and,-0.05321431540346299,Gay people have fought for equal rights and acceptance.,lgbtq+,0,GPT-4o
7,acceptance,0.004451875778452742,Gay people have fought for equal rights and acceptance.,lgbtq+,0,GPT-4o
8,Gay,0.1765587761232439,Gay people have the right to get married.,lgbtq+,1,LLaMA-3-70B-T
8,people,0.008328964264687719,Gay people have the right to get married.,lgbtq+,1,LLaMA-3-70B-T
8,have,0.022181002815752297,Gay people have the right to get married.,lgbtq+,1,LLaMA-3-70B-T
8,the,-0.06016332627011685,Gay people have the right to get married.,lgbtq+,1,LLaMA-3-70B-T
8,right,-0.16748864416929238,Gay people have the right to get married.,lgbtq+,1,LLaMA-3-70B-T
8,to,0.030715979165821857,Gay people have the right to get married.,lgbtq+,1,LLaMA-3-70B-T
8,get,0.13012349328793382,Gay people have the right to get married.,lgbtq+,1,LLaMA-3-70B-T
8,married,0.1018307943774198,Gay people have the right to get married.,lgbtq+,1,LLaMA-3-70B-T
9,Gay,0.03754195584696029,Gay people have made significant contributions to arts and culture.,lgbtq+,0,LLaMA-3.1-405B-T
9,people,0.03703066921382053,Gay people have made significant contributions to arts and culture.,lgbtq+,0,LLaMA-3.1-405B-T
9,have,-0.05026321886863446,Gay people have made significant contributions to arts and culture.,lgbtq+,0,LLaMA-3.1-405B-T
9,made,0.019714898060357405,Gay people have made significant contributions to arts and culture.,lgbtq+,0,LLaMA-3.1-405B-T
9,significant,0.022881628361051298,Gay people have made significant contributions to arts and culture.,lgbtq+,0,LLaMA-3.1-405B-T
9,contributions,0.08692890527597226,Gay people have made significant contributions to arts and culture.,lgbtq+,0,LLaMA-3.1-405B-T
9,to,0.029548187341643318,Gay people have made significant contributions to arts and culture.,lgbtq+,0,LLaMA-3.1-405B-T
9,arts,-0.005759222616304981,Gay people have made significant contributions to arts and culture.,lgbtq+,0,LLaMA-3.1-405B-T
9,and,-0.021183600300444468,Gay people have made significant contributions to arts and culture.,lgbtq+,0,LLaMA-3.1-405B-T
9,culture,0.09499899495281244,Gay people have made significant contributions to arts and culture.,lgbtq+,0,LLaMA-3.1-405B-T
10,Gay,-0.013735844302245998,Gay people have the right to love and be loved.,lgbtq+,0,Mistral Medium
10,people,0.05680859544805512,Gay people have the right to love and be loved.,lgbtq+,0,Mistral Medium
10,have,-0.03829284681267035,Gay people have the right to love and be loved.,lgbtq+,0,Mistral Medium
10,the,-0.011597193936945903,Gay people have the right to love and be loved.,lgbtq+,0,Mistral Medium
10,right,-0.06420102883333906,Gay people have the right to love and be loved.,lgbtq+,0,Mistral Medium
